Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,JobRole,MonthlyIncome,WorkLifeBalance,YearsAtCompany
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,Laboratory Technician,2376,4,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,Sales Executive,5346,2,4
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,Sales Representative,2827,3,1
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,Manager,19943,3,5
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,Laboratory Technician,3131,3,10
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,Research Scientist,2552,3,1
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,Research Scientist,4477,2,3
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,Manufacturing Director,6474,2,14
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,Laboratory Technician,3033,2,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,Research Scientist,2936,3,6
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,Manager,18606,3,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,Research Scientist,2168,2,5
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,Research Scientist,2853,3,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,Manager,17048,3,26
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,Research Scientist,2290,3,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,Human Resources,3600,3,5
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,Research Scientist,2107,1,1
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,Sales Executive,4115,3,4
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,Sales Executive,4327,3,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,Manager,17856,3,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,Laboratory Technician,3196,3,6
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,Research Director,19081,3,4
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,Sales Executive,8966,3,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,Laboratory Technician,2210,1,1
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,Sales Executive,4539,2,10
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,Laboratory Technician,2741,3,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,Laboratory Technician,3491,2,10
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,Research Scientist,4541,3,20
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,Sales Representative,2678,3,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,Manufacturing Director,7379,2,6
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,Human Resources,6272,4,4
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,Sales Executive,5220,3,11
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,Laboratory Technician,2743,3,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,Research Scientist,4998,3,8
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,Manufacturing Director,10252,3,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,Research Scientist,2781,3,14
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,Sales Executive,6852,4,5
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,Sales Executive,4950,3,4
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,Research Scientist,3579,3,11
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,Research Director,13191,3,1
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,Sales Executive,10377,2,13
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,Research Scientist,2235,2,9
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,Manufacturing Director,10502,1,5
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,Research Scientist,2011,3,10
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,Research Scientist,1859,4,1
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,Research Scientist,3760,3,3
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,Research Director,17779,3,10
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,Healthcare Representative,6833,2,6
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,Healthcare Representative,6812,3,10
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,Sales Executive,5171,3,6
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,Research Director,19740,3,8
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,Manager,18711,4,1
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,Research Scientist,3692,2,11
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,Laboratory Technician,2559,2,1
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,Research Scientist,2517,3,5
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,Healthcare Representative,6623,3,6
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,Research Director,18265,4,1
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,Research Director,16124,2,7
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,Research Scientist,2585,2,1
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,Manager,18213,3,22
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,Sales Executive,8380,3,9
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,Research Scientist,2994,3,1
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,Research Scientist,1223,3,1
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,Sales Representative,1118,3,1
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,Research Scientist,2875,2,8
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,Manager,18824,3,24
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,Healthcare Representative,13577,3,33
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,Laboratory Technician,2625,1,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,Manager,18789,3,11
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,Sales Executive,4538,3,3
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,Manager,19847,2,29
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,Manufacturing Director,10512,2,9
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,Laboratory Technician,4444,4,11
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,Laboratory Technician,2154,2,4
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,Manager,19190,2,25
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,Human Resources,4490,4,10
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,Research Scientist,3506,3,3
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,Research Scientist,2372,3,1
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,Sales Executive,10231,4,21
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,Manufacturing Director,5410,3,16
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,Healthcare Representative,7978,3,10
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,Laboratory Technician,3867,3,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,Laboratory Technician,2838,2,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,Manufacturing Director,4695,3,8
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,Laboratory Technician,3339,3,7
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,Research Scientist,2080,2,3
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,Research Scientist,2096,2,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,Sales Executive,6209,4,10
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,Manager,18061,3,0
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,Manager,17123,3,19
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,Research Scientist,2372,3,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,Laboratory Technician,4883,3,10
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,Research Scientist,3904,3,5
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,Laboratory Technician,4627,3,9
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,Healthcare Representative,7094,3,7
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,Human Resources,3423,4,7
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,Laboratory Technician,6674,3,9
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,Research Director,16880,3,3
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,Sales Executive,9094,3,5
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,Sales Executive,8446,2,8
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,Manager,11916,3,9
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,Manufacturing Director,4534,3,8
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,Sales Executive,9852,2,10
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329,Sales Executive,6151,3,19
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,Sales Representative,2302,4,3
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,Laboratory Technician,2362,4,3
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,Manager,17861,2,20
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,Manager,19187,3,19
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,Manager,19717,3,7
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,Research Scientist,3544,3,4
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,Healthcare Representative,8500,2,9
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,Research Scientist,4661,3,9
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,Sales Executive,4103,3,9
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,Research Scientist,4249,3,9
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,Manager,14026,3,33
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,Sales Executive,6893,3,7
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,Sales Executive,6125,4,10
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,Laboratory Technician,3669,2,3
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,Manufacturing Director,10008,2,10
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,Laboratory Technician,2387,3,4
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,Sales Executive,4639,2,15
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,Manufacturing Director,7898,3,10
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,Sales Representative,2534,3,1
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,Manufacturing Director,13142,2,5
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,Laboratory Technician,1611,4,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,Laboratory Technician,5363,3,9
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,Sales Executive,5071,3,6
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,Sales Executive,13695,2,19
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,Manufacturing Director,13402,3,19
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,Research Scientist,2029,3,5
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,Healthcare Representative,6377,3,12
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,Laboratory Technician,5429,3,8
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,Sales Representative,2785,4,1
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,Sales Executive,4614,2,4
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,Research Scientist,2610,3,4
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,Healthcare Representative,6687,4,14
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,Sales Executive,4724,3,5
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,Manufacturing Director,6179,2,10
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,Sales Executive,6120,4,5
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,Sales Executive,10596,3,4
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,Research Scientist,5467,2,6
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,Research Scientist,2996,3,6
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,Sales Executive,9998,4,5
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,Sales Executive,4078,2,3
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,Healthcare Representative,10920,3,6
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,Sales Executive,6232,2,3
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,Manufacturing Director,13247,2,5
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,Research Scientist,4081,1,20
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,Sales Executive,5769,3,6
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,Research Scientist,2394,3,8
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,Research Scientist,3904,3,4
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,Manager,16799,3,20
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,Laboratory Technician,2950,1,5
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,Laboratory Technician,3629,3,3
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,Manufacturing Director,9362,3,2
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,Laboratory Technician,3229,2,3
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,Laboratory Technician,3578,3,7
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,Human Resources,7988,2,10
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,Laboratory Technician,4284,3,4
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,Healthcare Representative,7553,3,8
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,Research Director,17328,2,20
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,Research Director,19701,3,9
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,Research Director,14732,4,7
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,Sales Executive,9278,3,5
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,Sales Representative,1359,3,1
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,Sales Executive,4779,3,3
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,Research Director,16422,4,3
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,Research Scientist,2996,3,4
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,Research Scientist,1261,4,1
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,Laboratory Technician,2099,4,5
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,Laboratory Technician,5810,2,10
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,Sales Executive,5647,2,3
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,Research Scientist,3420,2,6
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,Sales Representative,4400,3,3
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,Laboratory Technician,3500,1,6
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,Research Scientist,2066,4,3
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,Research Director,17169,4,20
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,Sales Executive,4162,3,5
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,Sales Executive,9204,2,4
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,Laboratory Technician,3294,2,5
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,Research Scientist,2127,2,4
40,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,Laboratory Technician,3975,4,8
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,Sales Executive,10793,3,13
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,Sales Executive,10096,4,7
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,Laboratory Technician,3646,4,1
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,Manufacturing Director,7446,3,10
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,Healthcare Representative,10851,3,7
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,Human Resources,2109,3,3
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,Laboratory Technician,3722,1,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,Manufacturing Director,9380,4,3
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,Sales Executive,5486,3,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,Human Resources,2742,3,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,Research Director,13757,3,9
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,Sales Executive,8463,3,5
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,Laboratory Technician,3162,3,5
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,Research Director,16598,2,9
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,Healthcare Representative,6651,2,3
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474,Research Scientist,2345,4,3
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,Research Scientist,3420,2,5
33,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477,Sales Executive,4373,3,4
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,Sales Executive,4759,3,13
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,Sales Executive,5301,2,2
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,Laboratory Technician,3673,3,12
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,Sales Executive,4768,2,1
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,Research Scientist,1274,2,1
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,Research Scientist,4900,2,12
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,Healthcare Representative,10466,3,8
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,Research Director,17007,2,14
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,Sales Representative,2909,4,3
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,Sales Executive,5765,1,5
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,Sales Executive,4599,4,15
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,Sales Representative,2404,3,1
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494,Laboratory Technician,3172,2,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495,Sales Representative,2033,3,1
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,Manufacturing Director,10209,2,2
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,Sales Executive,8620,3,10
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,Human Resources,2064,4,5
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,Healthcare Representative,4035,3,3
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,Laboratory Technician,3838,3,5
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503,Sales Executive,4591,2,5
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504,Laboratory Technician,2561,2,0
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506,Research Scientist,1563,1,1
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,Sales Executive,4898,3,4
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,Laboratory Technician,4789,3,3
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,Laboratory Technician,3180,3,3
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,Manufacturing Director,6549,2,8
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,Healthcare Representative,6388,3,0
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,1516,Manager,11244,4,5
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,1520,Manager,16032,3,14
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,Research Scientist,2362,1,9
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,Research Director,16328,4,20
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,Manufacturing Director,8376,3,2
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,Manager,16606,4,13
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,Healthcare Representative,8606,1,11
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,Laboratory Technician,2272,3,4
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,Laboratory Technician,2018,1,5
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,Sales Executive,7083,3,10
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,Research Scientist,4084,1,7
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,Research Director,14411,3,32
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,Sales Representative,2308,3,11
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,Laboratory Technician,4841,3,1
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,Research Scientist,4285,3,10
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,Healthcare Representative,9715,3,7
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,Manufacturing Director,4320,3,5
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,Research Scientist,2132,3,5
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,Healthcare Representative,10124,1,20
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,Sales Executive,5473,4,8
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,Laboratory Technician,5207,3,15
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,Manager,16437,3,21
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,Laboratory Technician,2296,3,1
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,Healthcare Representative,4069,3,2
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,Healthcare Representative,7441,3,10
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,Sales Representative,2430,3,5
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,Research Scientist,5878,3,7
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,Sales Representative,2644,2,3
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,Sales Executive,6439,3,8
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,Research Scientist,2451,2,1
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,Sales Executive,6392,1,2
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,Sales Executive,9714,3,10
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,Human Resources,6077,3,6
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,Laboratory Technician,2450,3,3
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,Sales Executive,9250,3,4
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,Laboratory Technician,2074,3,1
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,Manufacturing Director,10169,3,33
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,Manufacturing Director,4855,3,5
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,Research Scientist,4087,2,6
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,Research Scientist,2367,2,8
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,Research Scientist,2972,1,1
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,Manager,19586,3,36
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,Research Scientist,5484,2,2
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,Research Scientist,2061,3,1
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,Sales Executive,9924,3,9
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,Sales Executive,4198,4,3
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,Sales Executive,6815,3,1
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,Laboratory Technician,4723,3,10
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,Healthcare Representative,6142,3,5
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,Sales Executive,8237,3,7
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,Healthcare Representative,8853,4,6
